,Spotify_track_id,artist_x,song_x,ID,peak_position,hit,hit_value,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
4148,4coPKEn49hjUPba895PO1j,Jimmy Buffett,Burn That Bridge,Burn That BridgeJimmy Buffett,,No,0,0.384,0.84,194600,0.478,0.0,0,0.0822,-13.84,1,0.038,131.163,4,0.867
4149,2yrJ1jWo3HLksJFUqUsZE4,Lorde,The Love Club,The Love ClubLorde,,No,0,0.229,0.792,201434,0.492,0.0112,5,0.134,-7.295,1,0.0572,92.027,4,0.603
4150,2YoYQZkoTmTuAs3f7ZtGpQ,Kate Bush,Oh England My Lionheart,Oh England My LionheartKate Bush,,No,0,0.979,0.359,192093,0.0925,0.00157,9,0.25,-15.223,0,0.0326,140.682,4,0.223
4151,44AtutBMMWw14r9CkZ0wna,Flo-Rida,Elevator,ElevatorFlo-Rida,,No,0,0.109,0.812,229973,0.874,2.48e-05,6,0.214,-6.015,0,0.0905,120.025,4,0.47
4152,1COChuRxAHGNboYbZ1xhR0,Leo Sayer,Lost Control,Lost ControlLeo Sayer,,No,0,0.204,0.531,268427,0.416,0.0,7,0.156,-11.678,1,0.0612,136.315,4,0.49
4153,3PQ29GDiKwQJDjRRPmpVq2,Randy Travis,Pray For The Fish,Pray For The FishRandy Travis,,No,0,0.0863,0.664,181120,0.868,0.0,4,0.268,-6.161,1,0.0493,150.162,4,0.735
4154,6Wadpt1vsslKwycS7PRhXS,Marianne Faithfull,Crazy Love,Crazy LoveMarianne Faithfull,,No,0,0.0863,0.359,244760,0.383,0.0433,8,0.136,-12.55,1,0.0323,97.356,4,0.325
4155,4HKrMCeXKaGUEdbS7Y3xb3,Elvis Costello,Broken,BrokenElvis Costello,,No,0,0.16,0.117,216573,0.0962,6.14e-05,5,0.121,-17.941,1,0.0417,67.298,3,0.0354
4156,1P9KkF6tW1RbBBEZwJAmQZ,Yoko Ono,"I Love You, Earth","I Love You, EarthYoko Ono",,No,0,0.995,0.801,151520,0.166,0.151,3,0.342,-14.311,1,0.0425,109.962,4,0.211
4157,7HdiWDxsEtClJOTn0xyQhp,Marillion,Cannibal Surf Babe,Cannibal Surf BabeMarillion,,No,0,0.00481,0.34,345000,0.873,0.000206,7,0.204,-7.675,1,0.129,97.585,4,0.381
4158,6VSLVbu7N5W0XwG4yLUMUX,Deep Purple,This Time Around,This Time AroundDeep Purple,,No,0,0.0611,0.38,368826,0.327,0.346,4,0.116,-15.758,0,0.0399,121.039,3,0.333
4159,1VmycJWZ5Cc7W7owFSwmme,Kenny Rogers,I Don't Call Him Daddy,I Don't Call Him DaddyKenny Rogers,,No,0,0.604,0.632,248733,0.396,0.0,9,0.0573,-15.359,1,0.0297,90.157,4,0.678
4160,5wmhiqBoWtDwwbxRLV8AE5,Tom Jones,Sugar Daddy,Sugar DaddyTom Jones,,No,0,0.0192,0.771,220427,0.841,8.39e-06,4,0.11,-5.169,0,0.0461,103.027,4,0.572
4161,6tiRz8ah34BmONxxgofEOw,Chaka Khan,To Sir With Love,To Sir With LoveChaka Khan,,No,0,0.362,0.537,265360,0.498,0.000206,7,0.35,-7.465,1,0.0298,101.974,4,0.162
4162,2DAnf9FhQYMpSgo362OLhn,Ace Of Base,Beautiful Morning,Beautiful MorningAce Of Base,,No,0,0.212,0.635,180413,0.861,0.0,6,0.344,-5.323,0,0.0368,98.002,4,0.618
4163,6ROEduc6G7ujQO6ZZW1Vs3,Uncle Tupelo,Satan Your Kingdom Must Come Down,Satan Your Kingdom Must Come DownUncle Tupelo,,No,0,0.123,0.566,113173,0.524,3.91e-05,4,0.118,-14.199,0,0.0295,113.561,4,0.546
4164,4M2wwqZFaRx0SC2Gb5v3ia,Chris Rea,Crack That Mould,Crack That MouldChris Rea,,No,0,0.0927,0.736,273333,0.459,0.186,10,0.0427,-15.799,1,0.0281,102.32,4,0.734
4165,0tZ9qh1m1NGP6rzSf57PGO,Faith No More,Ashes To Ashes,Ashes To AshesFaith No More,,No,0,8.52e-05,0.572,216200,0.81,0.000138,0,0.0998,-7.407,1,0.0274,98.459,4,0.313
4166,1HfPcQ3c2HyGeID3u1lmCa,David Guetta,She Wolf,She WolfDavid Guetta,,No,0,0.0824,0.504,222956,0.857,8.21e-06,7,0.331,-2.566,1,0.0605,130.0,4,0.4
4167,6XLntUurR8hJutY1zqfE1I,Beach Boys,Mona,MonaBeach Boys,,No,0,0.282,0.684,128827,0.595,0.0,6,0.124,-9.893,1,0.0291,122.246,4,0.934
4168,7GPvwO9ndHBoD5g69cG90v,Gucci Mane,Long Money,Long MoneyGucci Mane,,No,0,0.201,0.7,315559,0.582,0.0,4,0.427,-9.148,0,0.179,126.076,4,0.673
4169,46ffD0tE4bOguZgoAuBEPB,Warren Zevon,Wild Age,Wild AgeWarren Zevon,,No,0,0.0882,0.613,259667,0.451,5.75e-06,7,0.572,-14.13,1,0.0272,111.956,4,0.836
4170,3N4WwagA2EJlXyX3tuQgU2,Demi Lovato,Together,TogetherDemi Lovato,,No,0,0.145,0.312,273547,0.808,4.79e-06,6,0.237,-4.109,1,0.0337,95.01,4,0.569
4171,19KKnivSXPo2674q7eOdfs,Boney M.,"Gloria, Can You Waddle","Gloria, Can You WaddleBoney M.",,No,0,0.00582,0.763,236560,0.667,0.0246,10,0.0671,-7.098,0,0.0593,120.183,4,0.962
4172,7fGAChEASw3sxA1TFRhPfx,Zero 7,Passing By,Passing ByZero 7,,No,0,0.357,0.586,291040,0.426,0.474,0,0.0762,-10.904,0,0.0242,80.941,4,0.21
4173,1W9Xk8b7uJgbe76sOZhHYf,Olivia Newton-John,Suddenly,SuddenlyOlivia Newton-John,,No,0,0.163,0.581,240133,0.419,5.38e-06,8,0.11,-11.319,1,0.0314,136.423,4,0.303
4174,6bJuuCtXYiwOcKT9s8uRh8,Beach Boys,California,California GirlsBeach Boys,,No,0,0.471,0.503,160360,0.62,0.0,11,0.159,-6.069,1,0.0295,116.595,4,0.713
4175,3QcqUffnkbQGWJlfyaT3yF,Clash,Car Jamming,Car JammingClash,,No,0,0.00681,0.691,239813,0.729,0.0,2,0.119,-7.717,0,0.0412,92.769,4,0.81
4176,47wb5NNa8hI3HXDMpK1uhZ,Harry Belafonte,Summertime Love,Summertime LoveHarry Belafonte,,No,0,0.952,0.317,237693,0.0767,0.00642,2,0.119,-20.389,1,0.0315,89.148,4,0.186
4177,5BgUMkEzhG07Fi7STHAiGs,Utopia,Crazy Lady Blue,Crazy Lady BlueUtopia,,No,0,0.653,0.576,220600,0.421,5.02e-06,3,0.137,-12.256,1,0.0249,136.718,4,0.385
4178,3WnZ8OXaIyg6Sw5MPxAWqY,Enigma,Seven Lives,Seven LivesEnigma,,No,0,0.23,0.638,265280,0.511,0.0509,1,0.231,-11.404,1,0.162,89.968,4,0.294
4179,43ygTSdpmKNOKzlx4zmVNs,Rod Stewart,Lady Luck,Lady LuckRod Stewart,,No,0,0.187,0.687,265400,0.798,0.0,2,0.279,-6.722,1,0.0369,123.24,4,0.676
4180,0hpaQwAeIAKLH8xMqcrmhl,Uncle Kracker,Happy,HappyUncle Kracker,,No,0,0.165,0.634,213387,0.632,0.0,8,0.0757,-6.106,1,0.0336,143.952,4,0.439
4181,5cbSqT9EurM1L7OkzvmKLq,Matt Redman,Endless Hallelujah,Endless HallelujahMatt Redman,,No,0,0.351,0.384,426120,0.401,0.000414,8,0.162,-7.493,1,0.0283,134.13,4,0.0751
4182,400eOJOQ1mB1cmwI253KnK,Sting,Never Coming Home,Never Coming HomeSting,,No,0,0.0664,0.651,298707,0.885,0.084,1,0.0762,-7.067,1,0.0445,127.998,4,0.709
4183,3eBBZrWGcmRPrqYnYxOwaa,Lionel Richie,Goodbye,GoodbyeLionel Richie,,No,0,0.742,0.347,216120,0.274,0.000665,1,0.103,-15.105,1,0.0325,147.25,4,0.175
4184,2ZT53P0MH3XGonW655LVPm,Selah,Tis So Sweet To Trust In Jesus,Tis So Sweet To Trust In JesusSelah,,No,0,0.305,0.263,272880,0.555,2.17e-05,2,0.107,-9.138,1,0.0413,167.957,3,0.14
4185,0g4D7pcU9tuRuDg8wu2kY5,Celine Dion,Always Be Your Girl,Always Be Your GirlCeline Dion,,No,0,0.777,0.438,253787,0.313,0.0,5,0.131,-8.0,1,0.0323,131.68,4,0.146
4186,7IsLnRTPygu1oczVWBaEcr,Stone Roses,Something's Burning,Something's BurningStone Roses,,No,0,0.536,0.487,217640,0.581,0.288,7,0.122,-17.467,1,0.0462,118.881,4,0.432
4187,1jq28NGw6wdtFKx8MBPy6C,Nickelback,Burn It To The Ground,Burn It To The GroundNickelback,,No,0,0.000247,0.617,212347,0.922,0.388,11,0.363,-3.474,1,0.0744,132.059,4,0.6
4188,3L3fx4XnKCnZCaU3zQxBC2,The Beatles,"Crying, Waiting, Hoping","Crying, Waiting, HopingThe Beatles",,No,0,0.689,0.646,131173,0.312,0.0,9,0.1,-14.55,1,0.0358,133.608,4,0.895
4189,4wOdBrX82HqN6lxc50BD9r,Marilyn Manson,President Dead,President DeadMarilyn Manson,,No,0,2.03e-05,0.439,193293,0.942,0.287,4,0.834,-3.191,0,0.0388,152.031,4,0.484
4190,4jkrHK1TVlHhCGGw1OYfid,Frankie Valli,Take Good Care Of My Baby,Take Good Care Of My BabyFrankie Valli,,No,0,0.456,0.305,217067,0.375,0.00061,8,0.266,-9.479,1,0.0311,119.279,4,0.0924
4191,3pqg2ZZDjRZETh9vBDqgDO,Gary Numan,Hunger,HungerGary Numan,,No,0,0.119,0.686,270867,0.842,0.0194,0,0.818,-10.575,1,0.0306,111.716,4,0.745
4192,11tIPf6hU1RF5Z3gm2o2rU,Jimi Hendrix,Exp,ExpJimi Hendrix,,No,0,0.565,0.409,115280,0.331,0.00199,1,0.0896,-15.47,1,0.219,56.048,5,0.198
4193,2LUaF3fwp507CZ5eKiH5B7,Celine Dion,Beautiful Boy,Beautiful BoyCeline Dion,,No,0,0.611,0.73,233067,0.45,2.28e-05,7,0.374,-10.72,1,0.0469,111.048,4,0.603
4194,3Fld33fuWTUUmVx9BEkyDx,One Direction,Stole My Heart,Stole My HeartOne Direction,,No,0,0.0883,0.68,204973,0.889,0.0,7,0.328,-4.335,1,0.039,126.916,4,0.626
4195,6k6o7AePH9QLZ3scobAP5D,Jackson Browne,Alive In The World,Alive In The WorldJackson Browne,,No,0,0.957,0.435,264120,0.233,4.76e-05,1,0.498,-10.871,1,0.0384,120.607,4,0.204
4196,2VFK5YX9meaefWbjlbOOku,Procol Harum,Nothing But The Truth,Nothing But The TruthProcol Harum,,No,0,0.0189,0.416,193240,0.766,9.65e-05,0,0.179,-7.653,1,0.0391,131.274,4,0.794
4197,08oj637eL0WnfOBU3GJKvp,Wanda Jackson,Crying Time,Crying TimeWanda Jackson,,No,0,0.258,0.541,181733,0.44,0.0,7,0.159,-7.201,1,0.0315,65.424,4,0.418
4198,5GZZm1q25YdsLpDVPN6xl4,Rainbow,Run With The Wolf,Run With The WolfRainbow,,No,0,0.00184,0.3,220093,0.858,2.44e-05,9,0.377,-9.258,0,0.0575,166.188,4,0.655
4199,6qVEAb90iQ4OJXSUMrHlEX,Phish,Drowned,DrownedPhish,,No,0,0.0408,0.317,523813,0.908,0.0743,0,0.658,-6.57,1,0.0648,138.984,4,0.448
4200,2nUV9zBx8Vr8wyi2nfwlGK,Yolanda Adams,The Only Way,The Only WayYolanda Adams,,No,0,0.259,0.541,428427,0.697,0.0,0,0.972,-9.748,0,0.23,98.706,4,0.522
4201,1dhb3PfWISm5Ggudncr7n8,Cyndi Lauper,Echo,EchoCyndi Lauper,,No,0,0.000763,0.787,235773,0.368,0.0107,11,0.102,-8.823,1,0.0429,120.019,4,0.598
4202,08EMGunAhP8KvUV3fhuqVV,Xzibit,Lax,LaxXzibit,,No,0,0.0016,0.62,224640,0.897,0.000169,1,0.713,-5.924,1,0.237,90.15,4,0.356
4203,5siGpdHI36bLbCRPH1BkMc,Glen Campbell,Summer Winter Spring And Fall,Summer Winter Spring And FallGlen Campbell,,No,0,0.763,0.378,158733,0.322,0.00145,1,0.1,-10.8,1,0.0279,90.887,3,0.321
4204,5z2LeGnH19PuaOuA2Ksmp6,Fall Out Boy,W.A.M.S.,W.A.M.S.Fall Out Boy,,No,0,0.0262,0.386,278013,0.842,0.00012,1,0.183,-6.916,1,0.108,127.04,4,0.387
4205,6hCZTtQ84zVg3gGXQaIGZv,Steely Dan,With A Gun,With A GunSteely Dan,,No,0,0.0446,0.715,138787,0.579,0.0,2,0.0951,-11.147,0,0.0313,108.888,4,0.934
4206,6bKE8NF82z1CVMfu0ZN8bu,Clash,Last Gang In Town,Last Gang In TownClash,,No,0,0.0174,0.469,313360,0.971,0.0,5,0.0979,-5.908,1,0.061,148.691,4,0.482
4207,21bS5HE7OjHJO3FCTG6e35,NOFX,"Olympia, Wa","Olympia, WaNOFX",,No,0,0.00026,0.47,179333,0.931,0.000741,7,0.23,-3.681,1,0.0937,98.254,4,0.397
4208,3R0aDscqxKVmjkdsLOQDLV,Alice Cooper,Caffeine,CaffeineAlice Cooper,,No,0,0.000275,0.508,203747,0.925,8.59e-05,1,0.281,-3.423,0,0.077,138.921,4,0.588
4209,2ISjnEqfcSLQp6cx2suSSQ,Black Sabbath,Keep It Warm,Keep It WarmBlack Sabbath,,No,0,0.000122,0.25,335893,0.843,0.00439,5,0.19,-8.616,1,0.0772,134.367,4,0.377
4210,2L3YXegYM8cwDTi33fxe3r,Iggy Pop,Real Cool Time,Real Cool TimeIggy Pop,,No,0,0.0973,0.147,300000,0.859,0.0128,11,0.964,-6.773,0,0.066,74.114,4,0.221
4211,0LvHkCQQV8ldMgX3L7gKT7,Michael Buble,"Let It Snow, Let It Snow, Let It Snow","Let It Snow, Let It Snow, Let It SnowMichael Buble",,No,0,0.249,0.454,144227,0.559,0.0,7,0.861,-7.008,0,0.0714,146.461,4,0.656
4212,52Emq1PcktlPoyoFIBcdid,Johnny Cash,Country Boy,Country BoyJohnny Cash,,No,0,0.0853,0.555,151227,0.904,0.795,11,0.401,-5.198,0,0.0386,107.629,4,0.894
4213,5N2WULg6bU9oDNJHVwvZS1,Jason Mraz,Plane,PlaneJason Mraz,,No,0,0.631,0.608,313947,0.448,0.0,6,0.114,-6.909,1,0.038,119.876,4,0.338
4214,3GKlO5PDrG7sjaIddWQKyW,Norah Jones,Something Is Calling You,Something Is Calling YouNorah Jones,,No,0,0.916,0.7,205720,0.107,0.198,0,0.11,-21.424,1,0.0336,116.902,1,0.346
4215,6lkGhSqIN82ZrbWNc0z5UI,Chicago,One From The Heart,One From The HeartChicago,,No,0,0.0142,0.639,284040,0.845,0.0,0,0.0774,-6.563,1,0.0358,116.438,4,0.885
4216,4sWlOsLC7Fm101FehGcgR1,Ugly Kid Joe,Mr. Recordman,Mr. RecordmanUgly Kid Joe,,No,0,0.0346,0.686,246067,0.646,1.51e-06,6,0.17,-10.835,1,0.0441,132.992,4,0.544
4217,3TR9DtyZGUIiG9kr9oIk7T,Paul McCartney,Hope For The Future,Hope For The FuturePaul McCartney,,No,0,0.0673,0.543,250240,0.593,0.0,4,0.0762,-9.546,1,0.0267,98.011,4,0.334
4218,0QTSIgOOnWG1VqeTOfqkBn,Guided By Voices,The Future Is In Eggs,The Future Is In EggsGuided By Voices,,No,0,0.0647,0.524,209827,0.373,0.195,0,0.106,-16.134,0,0.0582,99.102,4,0.327
4219,65DILQDa5xIqEFNpGiWFV3,Kid Rock,Son Of Detroit,Son Of DetroitKid Rock,,No,0,0.00427,0.443,258827,0.947,6.32e-05,2,0.215,-2.336,1,0.157,169.046,4,0.459
4220,2jf9IJ3rkc2ZleUgzoWuJJ,Heart,Say Hello,Say HelloHeart,,No,0,0.0568,0.525,215973,0.468,0.00127,7,0.032,-16.984,1,0.0989,172.237,4,0.962
4221,1l1LI2WZranmF6qQ714upk,Kenny Rogers,"He Will, She Knows","He Will, She KnowsKenny Rogers",,No,0,0.147,0.608,181960,0.407,0.0,9,0.129,-9.969,1,0.0324,93.055,4,0.345
4222,17DhstfnZvD9uxwxayHVHS,Housemartins,Anxious,AnxiousHousemartins,,No,0,0.0862,0.729,139440,0.782,0.0,4,0.0534,-10.945,1,0.0478,92.033,4,0.972
4223,1jYMhxQ2OY1HavN7n5AyIq,Fleetwood Mac,Empire State,Empire StateFleetwood Mac,,No,0,0.0811,0.73,172320,0.571,0.00126,7,0.0937,-10.435,1,0.0271,123.767,4,0.818
4224,5fowo9X85P352pxf0X47jw,Alan Parsons Project,Let Me Go Home,Let Me Go HomeAlan Parsons Project,,No,0,0.128,0.766,201387,0.818,8.87e-05,2,0.0531,-9.859,1,0.0329,117.225,4,0.923
4225,2sGCUQLPb6UjtxUAWwOsrS,Meat Loaf,Left In The Dark,Left In The DarkMeat Loaf,,No,0,0.783,0.413,432800,0.514,5.26e-06,11,0.109,-9.641,1,0.0409,124.25,4,0.332
4226,5DfZZGtT6Sw4ieJTqmx69m,Van Morrison,Give Me My Rapture,Give Me My RaptureVan Morrison,,No,0,0.183,0.679,226093,0.763,0.00115,9,0.0703,-6.739,1,0.033,140.97,4,0.892
4227,2YlQCqBj6FJsrQmc8K2CGa,Miley Cyrus,Hands In The Air,Hands In The AirMiley Cyrus,,No,0,0.0318,0.562,202373,0.758,0.0,0,0.39,-4.012,1,0.0524,137.152,4,0.321
4228,46IZAPvgDq5eN1JtnW3tHn,Garth Brooks,Callin Baton Rouge,Callin Baton RougeGarth Brooks,,No,0,0.339,0.613,159627,0.553,4e-05,2,0.282,-12.892,1,0.0388,107.844,4,0.629
4229,5JMPDjb8Yrs2RIKcDnoAmL,Yoko Ono,Open Your Box,Open Your BoxYoko Ono,,No,0,0.00198,0.578,457440,0.834,0.208,2,0.28,-8.515,1,0.13,117.596,4,0.817
4230,6cmnZZDoNYY9ATQF0V8jLL,George Strait,Lone Star Blues,Lone Star BluesGeorge Strait,,No,0,0.413,0.518,256533,0.89,9.33e-06,4,0.233,-4.24,1,0.0956,177.984,4,0.857
4231,3f5JtAsGRIXN8pSAeTi6vA,Jimi Hendrix,Manic Depression,Manic DepressionJimi Hendrix,,No,0,0.0134,0.357,222293,0.969,0.0677,1,0.141,-4.99,1,0.124,149.741,3,0.704
4232,552Lu4m9ZwoCXh8zWuO1FM,Phish,Round Room,Round RoomPhish,,No,0,0.684,0.525,253933,0.471,0.0506,2,0.109,-10.751,1,0.0365,109.084,3,0.531
4233,58eZVtYf4beGZqP9dsland,Europe,Ready Or Not,Ready Or NotEurope,,No,0,0.00986,0.375,244493,0.81,0.0,9,0.269,-11.116,0,0.0454,169.709,4,0.466
4234,6x5b2gAQCvRVaWJAicFAVp,Nat King Cole,Brush Those Tears From Your Eyes,Brush Those Tears From Your EyesNat King Cole,,No,0,0.694,0.512,166693,0.285,0.0,6,0.219,-13.56,1,0.028,112.256,4,0.529
4235,5xzqyESLy6eIN5PU0cyc2o,Hank Williams,Just Waitin',Just Waitin'Hank Williams,,No,0,0.844,0.623,161973,0.282,0.0,7,0.0923,-11.707,1,0.0924,128.937,4,0.621
4236,0wUj791aspuAupWXmCOUsj,Andy Williams,My Happiness,My HappinessAndy Williams,,No,0,0.852,0.539,144467,0.295,2.48e-06,0,0.352,-13.034,1,0.0274,92.392,4,0.649
4237,29KSUpq92jpSEiCXkTOUuQ,Alison Krauss,Gentle River,Gentle RiverAlison Krauss,,No,0,0.757,0.446,267600,0.0784,2.42e-06,2,0.153,-17.119,1,0.0283,94.773,3,0.358
4238,4etUiI98sWG3mYUQhDAUMB,Gordon Lightfoot,Boss Man,Boss ManGordon Lightfoot,,No,0,0.746,0.572,145933,0.503,0.000126,4,0.575,-8.714,1,0.0281,97.473,4,0.442
4239,6MVNinz4TQU3HONO5te9qy,Journey,Tantra,TantraJourney,,No,0,0.0419,0.362,387373,0.623,0.0,4,0.358,-5.311,0,0.0329,55.481,4,0.174
4240,1sNcQ93heFSMr9aI6NhP4z,Engelbert Humperdinck,Only Love,Only LoveEngelbert Humperdinck,,No,0,0.0171,0.172,443335,0.443,0.00248,7,0.238,-17.883,1,0.0412,93.403,4,0.392
4241,1smI6F57LlsrF2pL6t893W,Uriah Heep,Home Again To You,Home Again To YouUriah Heep,,No,0,0.00256,0.382,335240,0.731,0.00606,0,0.0918,-7.985,1,0.0329,100.454,4,0.486
4242,6Rz4b1XPWPquE1h2Uup29S,Mazzy Star,Blue Flower,Blue FlowerMazzy Star,,No,0,0.000658,0.42,215440,0.556,0.0214,2,0.0787,-9.561,1,0.0273,101.918,4,0.484
4243,2JATE4qxTuVgKEKe12sqLp,OneRepublic,Future Looks Good,Future Looks GoodOneRepublic,,No,0,0.2,0.334,210587,0.546,5.63e-06,10,0.115,-7.906,1,0.0588,79.298,3,0.557
4244,1Uw5mQ2YncROJ7nUGaUhHZ,Paul Simon,Everything About It Is A Love Song,Everything About It Is A Love SongPaul Simon,,No,0,0.429,0.556,237147,0.569,0.0453,6,0.134,-9.761,1,0.0392,137.899,4,0.187
4245,4J0kN8QS2esY6cWBsFjtW9,Queen,Death On Two Legs,Death On Two LegsQueen,,No,0,0.345,0.398,223173,0.699,4.88e-05,2,0.187,-6.131,1,0.0517,124.758,4,0.494
4246,4shgvM4ClrZeDiflNJwlGd,Flo-Rida,Sugar,SugarFlo-Rida,,No,0,0.0371,0.738,252933,0.868,0.0,1,0.294,-4.15,1,0.0348,130.003,4,0.199
4247,6yb5muG7palHtPmd83d4Rq,Wu-Tang Clan,Shimmy Shimmy Ya,Shimmy Shimmy YaWu-Tang Clan,,No,0,0.214,0.499,163000,0.521,0.0,0,0.326,-12.568,1,0.397,97.099,4,0.258
4248,3T2ugnK0M4t8TC3ASfOMkp,Thin Lizzy,Boogie Woogie Dance,Boogie Woogie DanceThin Lizzy,,No,0,0.323,0.45,186267,0.869,0.534,6,0.135,-12.283,1,0.0503,124.599,4,0.795
4249,32dTnE7cWjEHCUAjSEvpiM,Youth Of Today,Break Down The Walls,Break Down The WallsYouth Of Today,,No,0,0.00373,0.391,124373,0.973,0.334,9,0.0619,-5.745,1,0.107,141.671,4,0.303
4250,5203EgfxDlUlHbnmGH9xck,Billy Joel,These Rhinestone Days,These Rhinestone DaysBilly Joel,,No,0,0.948,0.392,179507,0.185,0.000213,0,0.117,-10.844,1,0.0283,87.589,4,0.2
4251,3KbjXWgk6gv597m9VWtjDF,Jennifer Lopez,Stay Together,Stay TogetherJennifer Lopez,,No,0,0.0649,0.731,210053,0.873,0.00109,11,0.077,-4.346,1,0.18,111.075,4,0.707
4252,4U8qfw3a0YzhrAqxC1ptyt,Tori Amos,Cactus Practice,Cactus PracticeTori Amos,,No,0,0.966,0.31,267280,0.189,0.0161,1,0.153,-14.937,1,0.0343,95.128,4,0.211
4253,1C68DDl6aRUtAM3tcN1h6Q,Our Lady Peace,R.K. 1949-97,R.K. 1949-97Our Lady Peace,,No,0,0.711,0.367,43893,0.334,7.82e-05,3,0.243,-15.716,0,0.0518,79.552,1,0.461
4254,1PZ3DwxBYzuRYXt2fpomfY,Black Sabbath,Loner,LonerBlack Sabbath,,No,0,0.00107,0.465,299933,0.869,0.00789,1,0.231,-3.109,1,0.0285,104.073,4,0.745
4255,17IT4jOlCqIwmj198eeSOD,David Allan Coe,Tomorrow Is Another Day,Tomorrow Is Another DayDavid Allan Coe,,No,0,0.534,0.607,162880,0.732,0.0,2,0.757,-9.098,1,0.0446,159.349,4,0.935
4256,0aF6XIMZkChrAdM2iVj0dJ,Queensryche,The Killing Words,The Killing WordsQueensryche,,No,0,0.222,0.479,236373,0.865,2.19e-05,1,0.0676,-5.278,0,0.0433,126.42,4,0.189
4257,2keeJ3D5P7dHRW30L0nHzZ,Erasure,Surreal,SurrealErasure,,No,0,0.0711,0.523,311000,0.349,0.0747,7,0.132,-11.446,1,0.028,112.399,3,0.181
4258,4hINoC5KTdgktAVeoTzKjT,Green Day,Christie Road,Christie RoadGreen Day,,No,0,0.0111,0.346,237427,0.802,0.86,5,0.616,-10.294,1,0.0734,124.574,4,0.285
4259,0con9g9S24kB8t8tIu155p,Xentrix,For Whose Advantage?,For Whose Advantage?Xentrix,,No,0,0.000165,0.337,381840,0.745,0.0285,9,0.402,-13.144,1,0.0552,124.853,4,0.497
4260,1xi2PasOcH61IHBUgjCAr8,XTC,Beatown,BeatownXTC,,No,0,0.0172,0.364,276596,0.952,0.0331,2,0.266,-3.745,1,0.203,182.007,4,0.215
4261,0UzidGFzKTBsf5afceMrOH,Kris Kristofferson,Lights Of Magdala,Lights Of MagdalaKris Kristofferson,,No,0,0.502,0.414,222267,0.232,0.00765,7,0.0805,-17.825,1,0.0311,138.128,4,0.327
4262,24bHjCTproG8HiOPATWBfI,Gary Valenciano,Only I,Only IGary Valenciano,,No,0,0.121,0.577,257834,0.679,0.0,6,0.213,-6.552,1,0.038,111.085,4,0.419
4263,3Tf34tgCBV1YBy5CHebs9c,Violent Femmes,Jesus Walking On The Water,Jesus Walking On The WaterViolent Femmes,,No,0,0.666,0.52,185867,0.544,1.68e-06,7,0.269,-11.64,1,0.0316,126.696,4,0.96
4264,3L2LhD0mP1xKxW0XG8rXlu,Ramones,Bad Brain,Bad BrainRamones,,No,0,0.00082,0.605,145133,0.868,0.00107,9,0.294,-4.908,1,0.0437,102.764,4,0.946
4265,1ffIk5PFAg9KhL9ZH8f4KG,Face To Face,Maybe Next Time,Maybe Next TimeFace To Face,,No,0,0.000405,0.349,234427,0.879,0.00398,0,0.107,-4.946,1,0.0358,174.231,3,0.58
4266,7f3ybVBfmZ78SiqE5NyyJH,Alison Krauss,New Fool,New FoolAlison Krauss,,No,0,0.829,0.54,168493,0.252,7.1e-05,9,0.119,-15.776,1,0.0297,136.847,4,0.505
4267,10cBqPxX9g8DOyM1yShrGc,Willie Nelson,Heart Of Gold,Heart Of GoldWillie Nelson,,No,0,0.19,0.622,190800,0.579,2.46e-05,2,0.0804,-9.571,1,0.0241,94.259,4,0.648
4268,3U89vcJdwcv4i8QFe6TaMM,Christina Aguilera,Thank You,Thank YouChristina Aguilera,,No,0,0.429,0.789,298960,0.454,0.0079,10,0.118,-8.383,0,0.365,90.018,4,0.659
4269,1VuAamHM7P3VQQEXYGG3Uu,Nat King Cole,Joy To The World,Joy To The WorldNat King Cole,,No,0,0.818,0.553,84987,0.337,0.0,10,0.113,-10.334,1,0.03,101.918,4,0.662
4270,25uGxlG3tOS0T8xUOHgVzn,Prince,Daddy Pop,Daddy PopPrince,,No,0,0.00221,0.753,317627,0.878,0.000404,11,0.0507,-8.209,0,0.0822,119.963,4,0.722
4271,2t4LqRncQIG9lTjhPQn67Z,Hollies,Butterfly,ButterflyHollies,,No,0,0.754,0.32,171973,0.11,4.45e-05,2,0.14,-15.736,0,0.0374,126.806,3,0.469
4272,2PMzWCQqhKyX1EVZ3xfZLe,Leonard Cohen,If It Be Your Will,If It Be Your WillLeonard Cohen,,No,0,0.839,0.43,224067,0.202,0.00106,4,0.133,-15.892,1,0.0289,139.144,3,0.134
4273,1uum9NkQsrX7BMgmFP8nlY,Phish,Trials And Tribulations,Trials And TribulationsPhish,,No,0,0.566,0.57,303747,0.517,2.6e-05,7,0.118,-8.584,1,0.0471,79.872,4,0.327
4274,1f2nJKg780VxYIveVq6Xej,Slayer,South Of Heaven,South Of HeavenSlayer,,No,0,0.000155,0.314,298533,0.991,0.0477,5,0.0968,-3.867,0,0.318,138.975,4,0.0395
4275,7iLND8rM40yzw86vHEG1md,Iggy Pop,TV Eye,TV EyeIggy Pop,,No,0,0.0562,0.212,263457,0.757,0.043,4,0.951,-7.679,0,0.045,146.078,4,0.255
